experiment,participant_id,prompt_idx,response,label,label_text,group,group_text,top1,avgk_set,conformal_marginal_set,conformal_conditional_set
control,407,335,2,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
control,407,24,5,5,Angry,0.0,Male,5,5,5,5
control,407,72,4,4,Sad,1.0,Female,4,4,4,4
control,407,120,2,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
control,407,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
control,407,4,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
control,408,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
control,408,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
control,408,153,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,408,340,7,7,Disgust,1.0,Female,7,7,7,7
control,408,315,1,1,Neutral,1.0,Female,1,1 2,1 2,1 2
control,408,19,2,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
control,408,308,5,7,Disgust,1.0,Female,7,2 7,2 7,2 7
control,408,231,5,5,Angry,0.0,Male,5,5,5,5
control,408,351,8,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,408,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,408,194,6,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
control,408,121,4,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
control,408,8,8,8,Surprised,0.0,Male,4,1 2 4,1 2 4,1 2 4
control,408,354,7,5,Angry,1.0,Female,5,5,5,5
control,408,278,8,8,Surprised,0.0,Male,8,3 8,8,3 8
control,408,15,4,4,Sad,1.0,Female,4,2 4,2 4 7,2 4
control,408,341,7,7,Disgust,1.0,Female,7,7,7,7
control,408,311,6,4,Sad,1.0,Female,2,1 2 4,1 2 4,1 2 4
control,408,180,4,5,Angry,1.0,Female,5,5,5,5
control,408,169,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
control,408,136,5,5,Angry,1.0,Female,5,5,5,5
control,408,297,2,2,Calm,1.0,Female,2,1 2,2,2
control,408,62,8,8,Surprised,1.0,Female,8,3 8,8,8
control,408,71,4,4,Sad,0.0,Male,2,1 2,1 2,1 2 4
control,408,256,2,2,Calm,0.0,Male,2,1 2,2,1 2
control,408,265,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,408,299,8,6,Fearful,1.0,Female,8,3 6 8,3 6 8,3 6 8
control,408,283,2,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
control,408,237,5,5,Angry,1.0,Female,5,5,5,5
control,408,186,5,5,Angry,0.0,Male,4,3 4 6,3 4 6,3 4 6
control,408,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
control,408,255,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 6
control,408,238,8,8,Surprised,0.0,Male,8,3 8,8,3 8
control,408,129,4,4,Sad,1.0,Female,2,2,2,2
control,408,221,8,8,Surprised,0.0,Male,8,3 8,1 3 8,1 3 8
control,408,332,7,4,Sad,1.0,Female,4,4,4,4
control,408,244,3,3,Happy,1.0,Female,4,1 3 4 6,1 3 4,1 3 4
control,408,78,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
control,408,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
control,408,173,5,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
control,408,268,1,2,Calm,0.0,Male,2,1 2,2,1 2
control,408,160,5,5,Angry,1.0,Female,5,5,5,5
control,408,27,7,7,Disgust,1.0,Female,7,7,7,7
control,408,225,8,8,Surprised,1.0,Female,8,3 8,8,8
control,408,104,6,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
control,408,85,1,7,Disgust,0.0,Male,7,7,7,7
control,408,210,7,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,408,205,8,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
control,408,148,4,2,Calm,1.0,Female,2,2,2 4,2
control,408,105,6,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
control,409,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
control,409,155,4,4,Sad,1.0,Female,2,2,2,2
control,409,242,2,2,Calm,1.0,Female,2,2,2,2
control,409,305,8,8,Surprised,1.0,Female,8,3 8,8,8
control,409,321,6,8,Surprised,1.0,Female,8,3 8,3 8,8
control,409,120,7,7,Disgust,0.0,Male,7,2 4 7,2 4 7,2 4 7
control,409,177,1,3,Happy,1.0,Female,1,1 2 4,1 2 4,1 2 4
control,409,197,7,7,Disgust,1.0,Female,7,7,7,7
control,409,79,6,6,Fearful,1.0,Female,6,3 6,3 6 8,3 6
control,409,82,7,6,Fearful,0.0,Male,4,3 4 6,3 4 6,3 4 6
control,409,212,7,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
control,409,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
control,409,198,4,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,409,350,7,7,Disgust,1.0,Female,7,5 7,5 7,7
control,409,179,6,6,Fearful,0.0,Male,6,3 6,3 6 8,3 6 8
control,409,283,1,1,Neutral,0.0,Male,1,1 2,1 2,1 2 4
control,409,355,6,4,Sad,1.0,Female,4,2 4,2 4,2 4
control,409,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
control,409,287,2,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
control,409,135,2,2,Calm,1.0,Female,2,1 2,2,2
control,409,290,8,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
control,409,317,7,7,Disgust,1.0,Female,7,7,7,7
control,409,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
control,409,160,5,5,Angry,1.0,Female,5,5,5,5
control,409,72,4,4,Sad,1.0,Female,4,4,4,4
control,409,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
control,409,307,5,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
control,409,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
control,409,354,7,5,Angry,1.0,Female,5,5,5,5
control,409,252,6,3,Happy,0.0,Male,3,3 4 6 8,3 6 8,3 6 8
control,409,351,3,3,Happy,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,409,214,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
control,409,14,8,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
control,409,228,5,5,Angry,0.0,Male,5,5,5,5
control,409,168,5,5,Angry,1.0,Female,5,5,5,5
control,409,319,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,409,219,8,7,Disgust,0.0,Male,7,7,7,5 7
control,409,96,4,2,Calm,0.0,Male,2,2,2,1 2
control,409,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
control,409,344,6,6,Fearful,1.0,Female,6,3 6,3 4 6,3 6
control,409,23,6,8,Surprised,1.0,Female,8,3 8,3 8,3 8
control,409,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
control,409,103,2,2,Calm,0.0,Male,2,2,2,1 2
control,409,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,409,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
control,409,136,5,5,Angry,1.0,Female,5,5,5,5
control,409,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
control,409,209,2,2,Calm,1.0,Female,2,2,2,2
control,409,148,1,2,Calm,1.0,Female,2,2,2 4,2
control,409,152,4,4,Sad,0.0,Male,4,4,4,2 4
control,410,100,8,8,Surprised,1.0,Female,8,3 8,3 8,8
control,410,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,410,296,1,2,Calm,0.0,Male,2,1 2,2,1 2
control,410,246,1,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
control,410,105,6,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
control,410,93,8,8,Surprised,1.0,Female,8,3 8,3 8,8
control,410,171,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,410,61,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,410,309,3,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
control,410,289,4,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
control,410,57,2,2,Calm,0.0,Male,2,2,2,1 2
control,410,70,2,2,Calm,0.0,Male,2,2,2,1 2
control,410,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
control,410,196,5,5,Angry,0.0,Male,5,5,5,5
control,410,262,1,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
control,410,319,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,410,80,5,7,Disgust,1.0,Female,7,5 7,5 7,5 7
control,410,197,7,7,Disgust,1.0,Female,7,7,7,7
control,410,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
control,410,341,7,7,Disgust,1.0,Female,7,7,7,7
control,410,269,1,4,Sad,1.0,Female,2,1 2,1 2,1 2
control,410,358,8,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
control,410,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,410,306,1,2,Calm,1.0,Female,2,2,2,2
control,410,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
control,410,331,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,410,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
control,410,355,4,4,Sad,1.0,Female,4,2 4,2 4,2 4
control,410,276,1,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
control,410,152,3,4,Sad,0.0,Male,4,4,4,2 4
control,410,76,8,7,Disgust,0.0,Male,7,5 7,7,5 7
control,410,191,2,2,Calm,1.0,Female,2,2,2,2
control,410,88,8,7,Disgust,0.0,Male,5,5 7,5 7,5 7
control,410,106,7,7,Disgust,0.0,Male,7,7,7,5 7
control,410,185,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,410,270,5,3,Happy,1.0,Female,3,3 6 8,3 6 8,3 6 8
control,410,117,2,4,Sad,1.0,Female,2,2,2,2
control,410,73,6,8,Surprised,0.0,Male,3,3 6 8,3 6 8,3 6 8
control,410,156,4,4,Sad,0.0,Male,4,4,4,2 3 4
control,410,115,5,5,Angry,0.0,Male,5,5,5,5
control,410,329,5,5,Angry,0.0,Male,5,5,5,5
control,410,227,5,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
control,410,301,8,8,Surprised,1.0,Female,8,1 3 8,1 3 8,1 3 8
control,410,111,1,2,Calm,0.0,Male,2,1 2,2,1 2
control,410,320,7,6,Fearful,1.0,Female,4,4,2 4,4
control,410,154,6,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
control,410,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
control,410,77,1,2,Calm,1.0,Female,2,1 2,2,2
control,410,99,6,6,Fearful,0.0,Male,4,3 4,3 4,3 4 6
control,410,5,6,4,Sad,0.0,Male,4,2 4,2 4,2 4
control,411,103,2,2,Calm,0.0,Male,2,2,2,1 2
control,411,328,8,8,Surprised,1.0,Female,1,1 2 8,1 2 8,1 2 8
control,411,76,7,7,Disgust,0.0,Male,7,5 7,7,5 7
control,411,47,5,7,Disgust,1.0,Female,7,5 7,7,7
control,411,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,411,245,5,5,Angry,1.0,Female,5,5,5,5
control,411,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
control,411,178,7,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
control,411,113,2,2,Calm,1.0,Female,2,2,2,2
control,411,289,6,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
control,411,268,1,2,Calm,0.0,Male,2,1 2,2,1 2
control,411,173,6,6,Fearful,0.0,Male,8,3 5 6 8,3 6 8,3 6 8
control,411,19,3,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
control,411,62,8,8,Surprised,1.0,Female,8,3 8,8,8
control,411,160,5,5,Angry,1.0,Female,5,5,5,5
control,411,1,1,6,Fearful,0.0,Male,4,2 4,2 4,1 2 4
control,411,316,5,5,Angry,1.0,Female,5,5,5,5
control,411,319,8,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,411,207,7,7,Disgust,0.0,Male,7,7,7,7
control,411,199,6,4,Sad,0.0,Male,4,2 4,2 4,1 2 4
control,411,223,6,4,Sad,1.0,Female,4,4,4,4
control,411,97,8,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
control,411,91,3,3,Happy,1.0,Female,1,1 2 3 4,1 2 4,1 2 4
control,411,242,2,2,Calm,1.0,Female,2,2,2,2
control,411,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
control,411,236,3,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
control,411,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
control,411,37,6,6,Fearful,1.0,Female,6,3 5 6 8,3 6 8,3 6 8
control,411,35,2,2,Calm,0.0,Male,2,2,2,1 2 4
control,411,197,7,7,Disgust,1.0,Female,7,7,7,7
control,411,105,4,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
control,411,141,1,7,Disgust,0.0,Male,7,7,7,2 4 7
control,411,111,2,2,Calm,0.0,Male,2,1 2,2,1 2
control,411,154,8,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
control,411,26,5,5,Angry,0.0,Male,5,5,5,5
control,411,210,5,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,411,352,7,7,Disgust,1.0,Female,7,5 7,5 7,7
control,411,194,6,6,Fearful,1.0,Female,6,3 5 6,3 5 6,3 5 6
control,411,307,1,3,Happy,1.0,Female,3,3 4 6,3 4 6,3 4 6
control,411,39,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,411,299,7,6,Fearful,1.0,Female,8,3 6 8,3 6 8,3 6 8
control,411,84,5,3,Happy,1.0,Female,5,3 5,3 5 6,5
control,411,174,5,5,Angry,0.0,Male,5,5,5,5
control,411,129,1,4,Sad,1.0,Female,2,2,2,2
control,411,152,4,4,Sad,0.0,Male,4,4,4,2 4
control,411,318,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
control,411,233,6,6,Fearful,1.0,Female,6,3 6,3 5 6,3 5 6
control,411,202,4,4,Sad,0.0,Male,2,2 4,2 4,1 2 4
control,411,130,8,8,Surprised,1.0,Female,8,3 8,8,8
control,411,257,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
control,412,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
control,412,5,6,4,Sad,0.0,Male,4,2 4,2 4,2 4
control,412,45,7,7,Disgust,1.0,Female,7,7,7,7
control,412,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
control,412,218,1,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
control,412,249,7,7,Disgust,0.0,Male,7,7,7,7
control,412,290,8,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
control,412,234,5,5,Angry,1.0,Female,5,5,5,5
control,412,205,5,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
control,412,30,7,2,Calm,1.0,Female,2,2,2,2
control,412,34,5,5,Angry,0.0,Male,5,5,5,5
control,412,70,2,2,Calm,0.0,Male,2,2,2,1 2
control,412,337,8,8,Surprised,1.0,Female,1,1 3 8,1 3 8,1 3 8
control,412,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
control,412,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
control,412,226,1,4,Sad,0.0,Male,2,2,2,1 2 4
control,412,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
control,412,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,412,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,412,201,8,5,Angry,0.0,Male,5,5,5,5
control,412,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,412,246,3,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
control,412,286,7,7,Disgust,0.0,Male,7,4 7,7,4 7
control,412,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,412,97,2,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
control,412,86,2,7,Disgust,1.0,Female,2,2,2,2
control,412,119,2,6,Fearful,0.0,Male,8,3 8,3 8,3 6 8
control,412,61,8,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,412,222,2,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
control,412,305,8,8,Surprised,1.0,Female,8,3 8,8,8
control,412,357,4,4,Sad,1.0,Female,4,2 4,4,4
control,412,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
control,412,242,2,2,Calm,1.0,Female,2,2,2,2
control,412,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
control,412,220,3,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
control,412,103,2,2,Calm,0.0,Male,2,2,2,1 2
control,412,57,7,2,Calm,0.0,Male,2,2,2,1 2
control,412,147,3,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
control,412,94,5,5,Angry,1.0,Female,5,5,5,5
control,412,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,412,175,2,2,Calm,1.0,Female,2,1 2,1 2,1 2
control,412,343,7,5,Angry,1.0,Female,5,5,5,5
control,412,300,2,4,Sad,1.0,Female,2,2 4,2 4,2 4
control,412,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
control,412,254,3,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
control,412,51,8,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
control,412,178,5,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
control,412,245,5,5,Angry,1.0,Female,5,5,5,5
control,412,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
control,412,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
control,413,81,8,8,Surprised,1.0,Female,8,3 8,8,8
control,413,60,2,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
control,413,96,7,2,Calm,0.0,Male,2,2,2,1 2
control,413,118,3,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
control,413,137,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
control,413,76,7,7,Disgust,0.0,Male,7,5 7,7,5 7
control,413,94,5,5,Angry,1.0,Female,5,5,5,5
control,413,206,7,5,Angry,1.0,Female,5,5,5,5
control,413,111,1,2,Calm,0.0,Male,2,1 2,2,1 2
control,413,114,2,2,Calm,1.0,Female,2,1 2,1 2,2
control,413,27,7,7,Disgust,1.0,Female,7,7,7,7
control,413,257,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
control,413,115,7,5,Angry,0.0,Male,5,5,5,5
control,413,166,8,3,Happy,0.0,Male,8,3 6 8,3 6 8,3 6 8
control,413,174,7,5,Angry,0.0,Male,5,5,5,5
control,413,212,3,5,Angry,0.0,Male,5,5 8,3 5 8,3 5 8
control,413,211,4,2,Calm,0.0,Male,2,2,2,1 2
control,413,101,7,7,Disgust,0.0,Male,7,5 7,5 7,5 7
control,413,109,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,413,47,7,7,Disgust,1.0,Female,7,5 7,7,7
control,413,201,7,5,Angry,0.0,Male,5,5,5,5
control,413,233,6,6,Fearful,1.0,Female,6,3 6,3 5 6,3 5 6
control,413,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
control,413,167,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,413,298,8,8,Surprised,0.0,Male,8,1 3 8,1 3 8,1 3 8
control,413,198,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,413,304,8,7,Disgust,0.0,Male,7,7,7,7
control,413,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,413,32,8,7,Disgust,1.0,Female,7,5 7,7,7
control,413,267,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,413,112,3,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,413,104,7,3,Happy,0.0,Male,6,3 5 6 8,3 5 6,3 5 6
control,413,357,6,4,Sad,1.0,Female,4,2 4,4,4
control,413,98,8,6,Fearful,0.0,Male,6,3 6,3 4 6,3 4 6
control,413,121,2,4,Sad,0.0,Male,4,3 4,3 4 6,3 4 6
control,413,247,4,4,Sad,1.0,Female,4,3 4 6,3 4,3 4 6
control,413,45,8,7,Disgust,1.0,Female,7,7,7,7
control,413,193,5,5,Angry,1.0,Female,5,5,5,5
control,413,97,2,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
control,413,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
control,413,14,5,8,Surprised,0.0,Male,8,3 6 8,3 6 8,3 6 8
control,413,70,2,2,Calm,0.0,Male,2,2,2,1 2
control,413,1,1,6,Fearful,0.0,Male,4,2 4,2 4,1 2 4
control,413,226,1,4,Sad,0.0,Male,2,2,2,1 2 4
control,413,275,2,2,Calm,0.0,Male,2,2,2,1 2
control,413,260,1,3,Happy,0.0,Male,2,1 2,1 2,1 2
control,413,313,5,5,Angry,0.0,Male,5,5,5,5
control,413,251,7,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,413,155,1,4,Sad,1.0,Female,2,2,2,2
control,413,349,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2 4
control,414,97,3,8,Surprised,0.0,Male,8,1 3 6 8,1 3 8,1 3 8
control,414,34,5,5,Angry,0.0,Male,5,5,5,5
control,414,222,2,8,Surprised,0.0,Male,8,3 8,3 8,1 3 8
control,414,18,4,4,Sad,0.0,Male,2,1 2 4,1 2 4,1 2 4
control,414,164,2,2,Calm,1.0,Female,2,1 2,1 2,2
control,414,59,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
control,414,357,4,4,Sad,1.0,Female,4,2 4,4,4
control,414,5,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
control,414,103,7,2,Calm,0.0,Male,2,2,2,1 2
control,414,343,5,5,Angry,1.0,Female,5,5,5,5
control,414,139,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,414,286,6,7,Disgust,0.0,Male,7,4 7,7,4 7
control,414,119,6,6,Fearful,0.0,Male,8,3 8,3 8,3 6 8
control,414,285,4,4,Sad,0.0,Male,4,2 4,2 4,2 4
control,414,144,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,414,23,8,8,Surprised,1.0,Female,8,3 8,3 8,3 8
control,414,178,7,5,Angry,1.0,Female,5,5 8,1 5 8,5 8
control,414,86,2,7,Disgust,1.0,Female,2,2,2,2
control,414,310,7,7,Disgust,1.0,Female,7,5 7,5 7,7
control,414,44,6,6,Fearful,0.0,Male,3,3 4 6,3 4 6,3 4 6
control,414,242,2,2,Calm,1.0,Female,2,2,2,2
control,414,70,7,2,Calm,0.0,Male,2,2,2,1 2
control,414,51,8,8,Surprised,0.0,Male,1,1 3 8,1 3 8,1 3 8
control,414,254,3,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
control,414,226,6,4,Sad,0.0,Male,2,2,2,1 2 4
control,414,45,7,7,Disgust,1.0,Female,7,7,7,7
control,414,147,3,3,Happy,0.0,Male,1,1 2,1 2,1 2 4
control,414,249,7,7,Disgust,0.0,Male,7,7,7,7
control,414,175,1,2,Calm,1.0,Female,2,1 2,1 2,1 2
control,414,300,4,4,Sad,1.0,Female,2,2 4,2 4,2 4
control,414,110,6,6,Fearful,0.0,Male,6,3 4 6,3 4 6,3 4 6
control,414,220,3,3,Happy,1.0,Female,1,1 2,1 2 4,1 2
control,414,57,4,2,Calm,0.0,Male,2,2,2,1 2
control,414,30,7,2,Calm,1.0,Female,2,2,2,2
control,414,290,6,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
control,414,272,5,5,Angry,1.0,Female,5,5 8,5 8,5 8
control,414,61,6,6,Fearful,0.0,Male,6,3 6 8,3 6 8,3 6 8
control,414,218,3,3,Happy,0.0,Male,1,1 2,1 2 8,1 2 8
control,414,337,8,8,Surprised,1.0,Female,1,1 3 8,1 3 8,1 3 8
control,414,246,6,3,Happy,1.0,Female,1,1 3 4 8,1 3 4,1 3 4
control,414,201,8,5,Angry,0.0,Male,5,5,5,5
control,414,2,6,6,Fearful,1.0,Female,6,3 6,3 6,3 6
control,414,245,5,5,Angry,1.0,Female,5,5,5,5
control,414,215,4,4,Sad,0.0,Male,4,3 4,3 4,3 4 6
control,414,94,5,5,Angry,1.0,Female,5,5,5,5
control,414,205,3,3,Happy,1.0,Female,1,1 3 4 8,1 3 8,1 3 8
control,414,305,8,8,Surprised,1.0,Female,8,3 8,8,8
control,414,267,1,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,414,234,5,5,Angry,1.0,Female,5,5,5,5
control,414,33,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,415,341,8,7,Disgust,1.0,Female,7,7,7,7
control,415,106,8,7,Disgust,0.0,Male,7,7,7,5 7
control,415,188,8,8,Surprised,0.0,Male,8,3 6 8,3 8,3 6 8
control,415,270,5,3,Happy,1.0,Female,3,3 6 8,3 6 8,3 6 8
control,415,124,8,8,Surprised,0.0,Male,8,3 8,3 8,3 8
control,415,358,3,3,Happy,1.0,Female,6,3 6 8,3 6 8,3 6 8
control,415,306,1,2,Calm,1.0,Female,2,2,2,2
control,415,10,6,6,Fearful,1.0,Female,6,3 6 8,3 6 8,3 6
control,415,156,4,4,Sad,0.0,Male,4,4,4,2 3 4
control,415,171,1,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,415,152,4,4,Sad,0.0,Male,4,4,4,2 4
control,415,105,6,4,Sad,0.0,Male,4,3 4 6,3 4,3 4 6
control,415,329,5,5,Angry,0.0,Male,5,5,5,5
control,415,83,3,3,Happy,0.0,Male,3,3 4 6,3 4 6,3 4 6
control,415,290,3,3,Happy,1.0,Female,6,3 6,3 4 6,3 6
control,415,154,7,7,Disgust,0.0,Male,7,4 7,2 4 7,2 4 7
control,415,196,5,5,Angry,0.0,Male,5,5,5,5
control,415,70,2,2,Calm,0.0,Male,2,2,2,1 2
control,415,80,7,7,Disgust,1.0,Female,7,5 7,5 7,5 7
control,415,197,2,7,Disgust,1.0,Female,7,7,7,7
control,415,320,2,6,Fearful,1.0,Female,4,4,2 4,4
control,415,355,2,4,Sad,1.0,Female,4,2 4,2 4,2 4
control,415,331,2,1,Neutral,0.0,Male,2,1 2,1 2,1 2
control,415,76,5,7,Disgust,0.0,Male,7,5 7,7,5 7
control,415,319,2,1,Neutral,1.0,Female,2,1 2,1 2,1 2
control,415,100,7,8,Surprised,1.0,Female,8,3 8,3 8,8
control,415,111,2,2,Calm,0.0,Male,2,1 2,2,1 2
control,415,191,2,2,Calm,1.0,Female,2,2,2,2
control,415,227,6,6,Fearful,1.0,Female,6,3 4 6,3 4 6,3 4 6
control,415,289,6,4,Sad,0.0,Male,4,1 2 4,1 2 4,1 2 4
control,415,262,3,3,Happy,0.0,Male,1,1 2,1 2 4,1 2 4
control,415,309,6,6,Fearful,0.0,Male,6,3 5 6 8,3 6 8,3 6 8
control,415,296,2,2,Calm,0.0,Male,2,1 2,2,1 2
control,415,301,8,8,Surprised,1.0,Female,8,1 3 8,1 3 8,1 3 8
control,415,99,6,6,Fearful,0.0,Male,4,3 4,3 4,3 4 6
control,415,88,7,7,Disgust,0.0,Male,5,5 7,5 7,5 7
